,titulo_1,titulo_2,url_1,url_2
75,Smartphone Samsung Galaxy S22 Ultra 5G 256GB 6.8 108 + 10 + 12 + 10MP Branco,Smartphone Samsung Galaxy S22 Ultra 256gb 5g Com Caneta S Pen Branco Câmera Tripla Ram 8gb Tela 6.8,https://www.americanas.com.br/produto/5023475543,https://www.americanas.com.br/produto/5058656248
255,Smartphone Multilaser E Pro 4G 32GB Wi-Fi 5.0 pol. Dual Chip 1GB RAM Câmera 5MP + 5MP Android 11 (Go edition) Quad Core - Dourado – P9151,Smartphone Multilaser E Pro 32GB 4G wi-fi Dourado Tela 5.0 Dual Chip 1GB ram Câmera 5MP + Selfie 5MP Android 11 Go - P9151,https://www.amazon.com.br/Smartphone-Multilaser-Wi-Fi-C%C3%A2mera-Android/dp/B09WF3VSBD/ref=sr_1_1643?qid=1651784133&s=wireless&sr=1-1643&ufe=app_do%3Aamzn1.fos.95de73c3-5dda-43a7-bd1f-63af03b14751,https://www.americanas.com.br/produto/4888023159
147,Reembalado: Smartphone LG K51s K510BMW 64GB 3GB ram Tela 6.5,Smartphone LG K51s 64GB 4G Wi-Fi Tela 6.5'' Dual Chip 3GB RAM Câmera Quádrupla + Selfie 13MP - Titânio,https://www.americanas.com.br/produto/4816587916,https://www.americanas.com.br/produto/1676216434
238,Smartphone Celular 32Gb Multilaser E Lite 2 Preto - P9146,Smartphone E Lite 2 3G 32GB Preto P9146 - Multilaser,https://www.americanas.com.br/produto/4700417659,https://www.americanas.com.br/produto/5199764293
82,"Smartphone Galaxy A23, 128Gb, Tela 6.6, Câmeras 50MP + 8MP + 2MP + 2MP, Preto, SM-A235MZKRZTO samsung",Smartphone Samsung Galaxy A23 128GB 4GB Wi-Fi Tela 6.6 Dual Chip 4GB ram Câmera Quádrupla + Selfie 8MP - Preto,https://www.americanas.com.br/produto/4857089542,https://www.americanas.com.br/produto/5150341353
103,Smartphone Motorola Moto E7 Power 32GB 4G Wi-Fi Tela 6.5'' Dual Chip 2GB RAM Câmera Dupla + Selfie 5MP - Vermelho Coral,Smartphone moto E7 power 32GB vermelho motorola,https://www.americanas.com.br/produto/2917268922,https://www.americanas.com.br/produto/4496623796
153,Smartphone Poco M3 128Gb 4Gb Azul,Smartphone Poco M3 Pro 5G Dual sim 128 gb 6 gb ram Amarelo,https://www.americanas.com.br/produto/5054424968,https://www.americanas.com.br/produto/4463003507
265,Smartphone Multilaser G 2 32gb 5.1 2gb Android 11 Go Preto,Smartphone multilaser G 2 preto - P9154,https://www.americanas.com.br/produto/4573647709,https://www.americanas.com.br/produto/5069373315
270,"Smartphone Multilaser G 2 4G Dual Chip 32GB 2GB Ram Tela 5,1 Câmera 8MP + Selfie 5MP Android 11 Go Dourado - P9155",Smartphone multilaser G 2 dourado - P9155,https://www.amazon.com.br/Smartphone-Multilaser-C%C3%A2mera-Android-Dourado/dp/B09V89CFLH/ref=sr_1_1442?qid=1651784122&s=wireless&sr=1-1442&ufe=app_do%3Aamzn1.fos.95de73c3-5dda-43a7-bd1f-63af03b14751,https://www.americanas.com.br/produto/5069369359
221,"Smartphone Multilaser e, 32G, 5, Android 8.1, Câmera 5 mp, Preto",Smartphone Multilaser Mult E 32GB 5.0 P9128 Preto,https://www.americanas.com.br/produto/5068070726,https://www.americanas.com.br/produto/5133691757
69,"Smartphone Samsung Galaxy S22 Ultra 256GB 5G com caneta S pen - Vinho, Câmera Tripla 108MP + Selfie 40MP, ram 8GB, Tela 6.8",Smartphone Samsung Galaxy S22 Ultra 256gb 5g Com Caneta S Pen Vinho Câmera Tripla Ram 8gb Tela 6.8,https://www.americanas.com.br/produto/4986862183,https://www.americanas.com.br/produto/5064907613
206,Smartphone Multilaser G Max 4G 32GB Tela 6.0 Pol. Octa Core Android 9.0 go Dourado - P9108,Smartphone Multilaser G Max 4G 32GB Tela 6.0 Pol. Octa Core Android 9.0 GO Dourado - P9108,https://www.americanas.com.br/produto/1869621372,https://www.amazon.com.br/Smartphone-Multilaser-32GB-Android-Dourado/dp/B084KNCVBG/ref=sr_1_1422?qid=1651784120&s=wireless&sr=1-1422&ufe=app_do%3Aamzn1.fos.95de73c3-5dda-43a7-bd1f-63af03b14751
155,"Smartphone Positivo Twist 3 Pro S533 64GB Dual Chip Android Oreo Go Edition Tela 5.7"" Quad Core 3G Câmera 8MP - Aurora",Smartphone Positivo Twist 3 Pro S533 64GB Dual Chip 5.7” - Aurora,https://www.americanas.com.br/produto/1446550998,https://www.amazon.com.br/Smartphone-Positivo-Twist-S533-64GB/dp/B084X1BGK1/ref=sr_1_1641?qid=1651784133&s=wireless&sr=1-1641&ufe=app_do%3Aamzn1.fos.95de73c3-5dda-43a7-bd1f-63af03b14751
284,Smartphone Nokia C01 32Gb 4G Tela 5.45 Dual Chip 5.0Mp,Smartphone nokia C01 plus 1 + 32GB roxo - NK041,https://www.americanas.com.br/produto/5184584513,https://www.americanas.com.br/produto/5069981556
39,Smartphone Samsung Galaxy A32 128GB 6.4 Octa Core Azul,Smartphone Samsung Galaxy A32 128GB 4G Wi-Fi Tela 6.4'' Dual Chip 4GB RAM Câmera Quádrupla + Selfie 20MP - Azul,https://www.amazon.com.br/Smartphone-Samsung-Galaxy-128GB-Octa/dp/B093N8FL6C/ref=sr_1_910?qid=1651784089&s=wireless&sr=1-910,https://www.americanas.com.br/produto/2969966651
71,Smartphone Samsung Galaxy S22 Ultra 5G 256GB 6.8 108 + 10 + 12 + 10MP Preto,Smartphone Samsung Galaxy S22 Ultra 256gb 5g Com Caneta S Pen Preto Câmera Tripla Ram 8gb Tela 6.8,https://www.americanas.com.br/produto/5023363103,https://www.americanas.com.br/produto/5059340755
4,Redmi Note 10S Pebble White 8 GB RAM 128 GB ROM,Smartphone i Redmi Note 10S Dual sim 128GB 8GB ram Branco,https://www.amazon.com.br/Redmi-Note-10S-Pebble-White/dp/B098TVV17V/ref=sr_1_755?qid=1651784080&s=wireless&sr=1-755&ufe=app_do%3Aamzn1.fos.95de73c3-5dda-43a7-bd1f-63af03b14751,https://www.americanas.com.br/produto/4831919405
20,"Smartphone Samsung Galaxy A10s, 6,2, 32 Gb, Câmera Dupla, Azul",Smartphone Samsung Galaxy A10s 32GB Azul 2GB Ram,https://www.amazon.com.br/Smartphone-Samsung-Galaxy-C%C3%A2mera-Dupla/dp/B083KPFNHK/ref=sr_1_1231?qid=1651784110&s=wireless&sr=1-1231&ufe=app_do%3Aamzn1.fos.95de73c3-5dda-43a7-bd1f-63af03b14751,https://www.americanas.com.br/produto/4021127123
205,Smartphone Pol. Octa Core Android 9.0 Go Preto Multilaser,Smartphone Multilaser G Max 4G 32Gb Tela 6.0'' Preto,https://www.americanas.com.br/produto/4955489700,https://www.americanas.com.br/produto/5199463917
148,"Smartphone LG K22+ , 3GB Memória, 64GB armazenamento, Dual Chip Android 10 Tela 6.2"" Quad Core 4G Câmera 13MP+2MP - Titan",Smartphone LG K22+ 64GB 4G Wi-Fi Tela 6.2'' Dual Chip 3GB RAM Câmera Dupla + Selfie 5MP - Titânio,https://www.amazon.com.br/Smartphone-LG-Mem%C3%B3ria-armazenamento-Android/dp/B08DRMM17M/ref=sr_1_1367?qid=1651784116&s=wireless&sr=1-1367&ufe=app_do%3Aamzn1.fos.95de73c3-5dda-43a7-bd1f-63af03b14751,https://www.americanas.com.br/produto/1965289509
280,Smartphone multilaser G max 2 dourado 2GB ram 64GB,"Smartphone Multilaser G Max 2 64Gb 4G Tela 6,5 Dourado",https://www.americanas.com.br/produto/5131247100,https://www.americanas.com.br/produto/5199428222
58,"Smartphone Samsung Galaxy Z Flip3 256GB 5G Wi-Fi Tela 6,7'' Dual Chip 8GB RAM Câmera Dupla + Selfie 10MP - Preto","Smartphone Samsung Galaxy Z Flip3 256gb Preto 8gb, Tela 6.7",https://www.americanas.com.br/produto/3823877401,https://www.americanas.com.br/produto/4691928780
170,Smartphone positivo twist 4 64GB dual tela 5.5 8MP 1GB ram,Smartphone Positivo Twist 4 S514 5.5 Quad Core 64GB 1GB Câmera 8MP,https://www.americanas.com.br/produto/5167954244,https://www.americanas.com.br/produto/4200622904
84,Smartphone Samsung Galaxy A23 128GB 4GB Wi-Fi Tela 6.6 Dual Chip 4GB ram Câmera Quádrupla + Selfie 8MP - Preto,"Smartphone Samsung Galaxy A23 128GB 4GB Wi-Fi Tela 6.6"" Dual Chip 4GB RAM Câmera Quádrupla + Selfie 8MP - Preto",https://www.americanas.com.br/produto/5150341353,https://www.americanas.com.br/produto/4807367831
240,Smartphone E Lite 2 3G 32GB Dourado P9147 - Multilaser,Smartphone multilaser E lite 2 dourado - P9147,https://www.americanas.com.br/produto/5200172190,https://www.americanas.com.br/produto/5069742504
142,Smartphone Realme 6 Pro 8Gb Ram / 128Gb Rom,Smartphone Realme 6 pro (8GB ram / 128GB rom),https://www.americanas.com.br/produto/4342514052,https://www.americanas.com.br/produto/2696762993
143,Smartphone LG K8+ 16GB Dual Chip Tela 5' Câmera Principal 8MP Frontal 5MP Android 7.0 Preto,"Smartphone LG K8+ 16GB Dual Chip Android 7.0 Pie Tela 5.4"" 4G Câmera 8MP - Preto",https://www.amazon.com.br/Smartphone-LG-Principal-Frontal-Android/dp/B07WK7ZG37/ref=sr_1_1503?qid=1651784125&s=wireless&sr=1-1503,https://www.americanas.com.br/produto/1774768099
3,Smartphone Xiaomi Poco F3 128gb 6gb Ram 5g Global Branco,Xiaomi Smartphone Poco F3 128GB 6GB RAM Dual Sim Arctic White - Branco,https://www.americanas.com.br/produto/4120708581,https://www.amazon.com.br/Xiaomi-Smartphone-128GB-Arctic-White/dp/B091B2G44L/ref=sr_1_588?qid=1651784069&s=wireless&sr=1-588&ufe=app_do%3Aamzn1.fos.95de73c3-5dda-43a7-bd1f-63af03b14751
145,"Smartphone LG K8+ 16GB Dual Chip Android 7.0 Pie Tela 5.4"" 4G Câmera 8MP - Platinum","Smartphone LG K8 Plus Platinum 16GB 1.5 GHz de RAM Tela 5"" Dual Chip Câmera Traseira de 8MP",https://www.americanas.com.br/produto/1774767900,https://www.amazon.com.br/Smartphone-LG-Platinum-Camera-Traseira/dp/B07YBKGHKY/ref=sr_1_1564?qid=1651784129&s=wireless&sr=1-1564
179,Smartphone Sony Xperia M5 e5653 single Chip Android 5.0 Tela 5 16GB 4G Câmera 21MP mostruario anatel! Nf,"Smartphone Sony Xperia M5 Dual Chip Android 5.0 Tela 5"" 16GB 4G Câmera 21MP - Preto",https://www.americanas.com.br/produto/5130256291,https://www.americanas.com.br/produto/124575199
247,Smartphone Multilaser 32Gb E Pro Preto 1 Ram - P9150,Smartphone multilaser E pro preto - P9150,https://www.americanas.com.br/produto/5016118943,https://www.americanas.com.br/produto/5069080635
177,Smartphone Positivo Twist 4 Pro S-518 5.5 64GB 1GB Câmera 8MP,"Smartphone Positivo Twist 4 Pro S518 64GB Dual Chip 5.5"" - Preto",https://www.americanas.com.br/produto/4319097713,https://www.amazon.com.br/Smartphone-Positivo-Twist-S518-Black/dp/B08Z354MG5/ref=sr_1_1604?qid=1651784130&s=wireless&sr=1-1604&ufe=app_do%3Aamzn1.fos.95de73c3-5dda-43a7-bd1f-63af03b14751
236,Smartphone multilaser E lite 2 preto - P9146,Smartphone E Lite 2 3G 32GB Preto P9146 - Multilaser,https://www.americanas.com.br/produto/5069028458,https://www.americanas.com.br/produto/5199764293
154,Vovôfone smartphone do idoso 4G 32GB botão sos zap,Smartphone do idoso vovófone 4G 32GB zap zap,https://www.americanas.com.br/produto/5082000249,https://www.americanas.com.br/produto/5081999951
287,Smartphone nokia C01 plus 1 + 32GB roxo - NK041,"Smartphone Nokia C01 Tela 5,45 Polegadas,32GB, 1GB ram, Câmera 5MP Frontal 5MP",https://www.americanas.com.br/produto/5069981556,https://www.americanas.com.br/produto/4470441935
258,Smartphone Multilaser E Pro 32GB 4G wi-fi Dourado Tela 5.0 Dual Chip 1GB ram Câmera 5MP + Selfie 5MP Android 11 Go - P9151,Smartphone multilaser E pro dourado - P9151,https://www.americanas.com.br/produto/4888023159,https://www.americanas.com.br/produto/5068984106
91,Smartphone Samsung Galaxy A23 4G 128GB 6.6 Quad Câm 48 + 5 + 2 + 2MP Azul,"Smartphone Samsung Galaxy A23 128GB 4GB Wi-Fi Tela 6.6"" Dual Chip 4GB RAM Câmera Quádrupla + Selfie 8MP - Azul",https://www.americanas.com.br/produto/5023390451,https://www.americanas.com.br/produto/4807367840
85,Smartphone Samsung Galaxy A13 4G 128GB 6.6 QuadCâm 50 + 5 + 2 + 2MP Branco,"Smartphone Samsung Galaxy A13 128GB 4G Wi-Fi Tela 6.6"" Dual Chip 4GB RAM Câmera Quádrupla + Selfie 8MP - Branco",https://www.americanas.com.br/produto/5023409482,https://www.americanas.com.br/produto/4807381465
0,Smartphone Red Mobile Volt L S51 16Gb 1Gb ram Preto/Azul,"Smartphone Red Mobile Volt L S51, Tela 5, Câmera 8MP + 5MP Frontal, Memória 16GB + Expansível até 512GB - Preto/Azul",https://www.americanas.com.br/produto/4676835374,https://www.americanas.com.br/produto/4447840381
2,Smartphone asus rog Phone 5s Pro 18GB/ 512GB Preto,ASUS Smartphone Gamer ROG Phone 5s ZS676KS-1A074BR QUALCOMM SNAPDRAGON SM8350 / 18 GB / 512 GB/Android 11 / Black/SIM (Nano) / SIM (Nano),https://www.americanas.com.br/produto/4260810739,https://www.amazon.com.br/ASUS-Smartphone-ZS676KS-1A074BR-QUALCOMM-SNAPDRAGON/dp/B09KJG9FBQ/ref=sr_1_10?qid=1651784037&s=wireless&sr=1-10&ufe=app_do%3Aamzn1.fos.95de73c3-5dda-43a7-bd1f-63af03b14751
136,Smartphone Motorola Moto G22 128GB 4GB RAM Preto,Smartphone Motorola Moto G22 128GB 4G Wi-Fi Tela 6.5'' Dual Chip 4GB RAM Câmera Quádrupla + Selfie 16MP - Preto,https://www.amazon.com.br/Smartphone-Motorola-Moto-128GB-Preto/dp/B09V8B8CY7/ref=sr_1_926?qid=1651784091&s=wireless&sr=1-926&ufe=app_do%3Aamzn1.fos.95de73c3-5dda-43a7-bd1f-63af03b14751,https://www.americanas.com.br/produto/4813023357
146,"Smartphone LG K50S Azul 32GB, Tela 6,5"" Narrow Notch HD+ FullVision, Inteligência Artificial, Câmera Tripla, Selfie de 13MP e Processador Octa-Core - Azul","Smartphone LG K50s 32GB Dual Chip Android 9.0 Tela 6.5"" Octa Core 2.0GHz 4G 13MP + 5MP + 2MP - Azul",https://www.amazon.com.br/Smartphone-LG-FullVision-Intelig%C3%AAncia-Processador/dp/B07ZS5BKJN/ref=sr_1_1279?qid=1651784112&s=wireless&sr=1-1279&ufe=app_do%3Aamzn1.fos.95de73c3-5dda-43a7-bd1f-63af03b14751,https://www.americanas.com.br/produto/1214330072
18,"Smartphone Samsung Galaxy A20, 32Gb, Tela 6.4'', Preto, Sm-A205Gzkjzto",Smartphone Samsung Galaxy A20 - Preto,https://www.amazon.com.br/Smartphone-Samsung-Galaxy-Preto-Sm-A205Gzkjzto/dp/B07R18D87H/ref=sr_1_1403?qid=1651784119&s=wireless&sr=1-1403,https://www.americanas.com.br/produto/134254022
286,Smartphone Nokia C01 32Gb 4G Tela 5.45 Dual Chip 5.0Mp,Smartphone Nokia C01 Plus 32gb 1gb Ram Câmera 5mp Nk041 Roxo,https://www.americanas.com.br/produto/5184584513,https://www.americanas.com.br/produto/5119723521
38,"Smartphone Samsung Galaxy A02 32GB 13MP 6,5 Vermelho",Smartphone Samsung Galaxy A02 32GB 4G Wi-Fi Tela 6.5'' Dual Chip 2GB RAM Câmera Dupla + Selfie 5MP - Vermelho,https://www.amazon.com.br/Smartphone-Samsung-Galaxy-32GB-Vermelho/dp/B08ZVTCGMD/ref=sr_1_1275?qid=1651784112&s=wireless&sr=1-1275&ufe=app_do%3Aamzn1.fos.95de73c3-5dda-43a7-bd1f-63af03b14751,https://www.americanas.com.br/produto/2891924708
272,Smartphone Multilaser G Max 2 Preto - P9156,Smartphone multilaser G max 2 preto - P9156,https://www.americanas.com.br/produto/5199477850,https://www.americanas.com.br/produto/5069534684
72,Smartphone Samsung Galaxy S22 Ultra 5G 256GB 6.8 108 + 10 + 12 + 10MP Preto,"Smartphone Samsung Galaxy S22 Ultra 256GB 5G com caneta S pen - Preto, Câmera Tripla 108MP + Selfie 40MP, ram 8GB, Tela 6.8",https://www.americanas.com.br/produto/5023363103,https://www.americanas.com.br/produto/4987076504
41,Smartphone Samsung Galaxy S21+ 128GB 5G Wi-Fi Tela 6.7'' Dual Chip 8GB RAM Câmera Tripla + Selfie 10MP - Violeta,"Smartphone Samsung Galaxy S21+ 128GB 5G - Violeta, Câmera Tripla 64MP + Selfie 10MP, RAM 8GB, Tela 6.7""",https://www.americanas.com.br/produto/2810434142,https://www.amazon.com.br/Smartphone-Samsung-Galaxy-S21-128GB/dp/B09R7R5SXH/ref=sr_1_138?qid=1651784044&s=wireless&sr=1-138&ufe=app_do%3Aamzn1.fos.95de73c3-5dda-43a7-bd1f-63af03b14751
151,Celular LG - LMK520BMW - K62 64 GB Vermelho,Smartphone LG K62 64GB 4G Wi-Fi Tela 6.6'' Dual Chip 4GB RAM Câmera Quádrupla + Selfie 13MP - Vermelho,https://www.amazon.com.br/Celular-LG-LMK520BMW-K62-Vermelho/dp/B08WKJM4C2/ref=sr_1_1270?qid=1651784111&s=wireless&sr=1-1270&ufe=app_do%3Aamzn1.fos.95de73c3-5dda-43a7-bd1f-63af03b14751,https://www.americanas.com.br/produto/2324613495
172,"Smartphone Positivo Twist 4 64GB Dual Chip Android 10 Tela 5.5"" Quad-Core 1,3 GHz 3G 8MP -  Black Piano",Smartphone Positivo Twist 4 S514 5.5 Quad Core 64GB 1GB Câmera 8MP,https://www.americanas.com.br/produto/2973306663,https://www.americanas.com.br/produto/4200622904
96,Smartphone Motorola Moto G8 64GB 4G Wi-Fi Tela 6.4'' Dual Chip 4GB RAM Câmera Tripla + Selfie 8MP - Azul Capri,Smartphone Motorola Moto G8 64GB 4G Wi-Fi Tela 6.4'' Dual Chip 4GB ram Câmera Tripla - Azul Capri - Exposição,https://www.americanas.com.br/produto/1451187505,https://www.americanas.com.br/produto/5176035805
290,"Smartphone Nokia C30 64Gb 4G Tela 6,8 Dual Chip 2Gb - Nk042",Smartphone Nokia C30 64GB 4G - NK042 - Verde,https://www.americanas.com.br/produto/5117393047,https://www.americanas.com.br/produto/4837254336
43,Smartphone Samsung Galaxy A32 128GB 4G Wi-Fi Tela 6.4'' Dual Chip 4GB RAM Câmera Quádrupla + Selfie 20MP - Violeta,Smartphone Samsung Galaxy A32 128GB 4G Wi-Fi Tela 6.4'' Dual Chip 4GB RAM Câmera Quádrupla + Selfie 20MP - Violeta,https://www.americanas.com.br/produto/2969968331,https://www.amazon.com.br/Smartphone-Samsung-Galaxy-C%C3%A2mera-Qu%C3%A1drupla/dp/B09JL1JSZR/ref=sr_1_906?qid=1651784089&s=wireless&sr=1-906
111,Smartphone Moto G20 64GB 4G Wi-Fi Tela 6.5'' Dual Chip 4GB RAM Câmera Quádrupla + Selfie 13MP - Azul,"Smartphone Motorola Moto G20, Tela 6.5, 64GB, Octa-Core, Câmera Quádrupla 48 + 8 + 2 + 2MP, Selfie 13MP - Android 11",https://www.americanas.com.br/produto/3171318769,https://www.americanas.com.br/produto/5150256861
196,Smartphone asus Zenfone Max Pro (M2) 6GB/64GB Black Saphire,"Smartphone asus Zenfone Max Pro M2 6GB ram, 64GB, Black Saphire tela 6.26, 12MP + 5MP",https://www.americanas.com.br/produto/1343817864,https://www.americanas.com.br/produto/4319360981
